elevatorAddress,unloadCapacity,lat,loadCapacity,odhiRegion,propertyTypeCategory,cert,transportTypes,shortName,propertyType,capacity,lng,fullName
"84522, вул. Залізнична, буд. 9, м. Сіверськ, Артемівський р-н., Донецька обл.",500,48.8688050,450,Донецька,Власники 6+,5175,"train,autocar","Полтавське ХПП, ПрАТ (Сіверська дільниця)",Кернелл,15500,38.0827440,"Приватне акціонерне товариство ""Полтавське хлібоприймальне підприємство"""
"54058, вул. Проектна, буд. 3а, м. Миколаїв",2000,46.9750330,2500,Миколаївська,Інші,5176,autocar,"ОЙЛТРАНСТЕРМІНАЛ, ТОВ",Приватний,34000,31.9945830,"Товариство з обмеженою відповідальністю ""ОЙЛТРАНСТЕРМІНАЛ"""
"47302, вул. Грушевського, буд. 90, м. Збараж, Збаразький р-н., Тернопільська обл.",1100,49.6666667,1100,Тернопільська,Інші,5177,"train,autocar","Збаразький КХП, ТОВ",Приватний,31000,25.7777778,"Товариство з обмеженою відповідальністю ""Збаразький комбінат хлібопродуктів"""
"93741, вул. Панфілова, буд. 2б, cмт. Зимогір\'я, Луганська обл.",700,48.5833333,700,Луганська,Інші,5179,"train,autocar","Біловодський елеватор, ТОВ (Зимогір\'я)",Приватний,12900,38.9333333,"Товариство з обмеженою відповідальністю ""Біловодський елеватор"""
"23662, вул. Котовського, буд. 1, с. Богданівка, Тульчинський р-н., Вінницька обл.",500,48.6413889,500,Вінницька,Інші,5180,autocar,"Богданівське, ТОВ",Приватний,7200,29.1080556,"Товариство з обмеженою відповідальністю ""Богданівське"""
"71030, вул. Поштова, буд. 70, смт. Комиш-Зоря, Куйбишевський р-н., Запорізька обл.",2000,46.851233,3000,Запорізька,Інші,5181,"train,autocar","Желєв С.С. і компанія Комиш Зорянського елеватора, КТ ",Приватний,148900,35.369409,"Командитне товариство ""Желєв С.С. і компанія ""Комиш-Зорянського елеватора"""
"97000, вул. Тельмана, буд. 2, смт. Красногвардійське, АР Крим",900,45.4947222,1900,АР Крим,Інші,5182,"train,autocar","Зернокомплекс Сиваш, ТОВ",Приватний,49700,34.2947222,"Товариство з обмеженою відповідальністю ""Зернокомплекс ""Сиваш"""
"07700, вул. Поштова, буд. 56а, м. Яготин, Київська обл.",2900,50.2569444,2000,Київська,Інші,5183,"train,autocar","Агро Логістика Україна, ТОВ",Приватний,103600,31.7816667,"Товариство з обмеженою відповідальністю ""Агро Логістика Україна"""
"32307, вул. Вокзальна, буд. 11а, с. Кам\'янка, Кам\'янець-Подільський р-н., Хмельницька обл.",3500,48.6972222,7000,Хмельницька,Власники 6+,5184,"train,autocar","НІБУЛОН СП, ТОВ (філія Смотрич)",Нібулон,66000,26.6269444,"Товариство з обмеженою відповідальністю сільськогосподарське підприємство ""НІБУЛОН"""
"35100, вул. Кірова, буд. 53, смт. Млинів, Млинівський р-н., Рівненська обл.",1000,50.5138350,1200,Рівненська,Інші,5185,autocar,"Рівне-Зерно-Продукт, ТОВ (смт. Млинів) ",Приватний,23500,25.6148140,"Товариство з обмеженою відповідальністю ""Рівне-Зерно-Продукт"""
"96033, вул. Будівельна, буд. 15, с. Воїнка, Красноперекопський р-н., АР Крим",800,45.8693529,240,АР Крим,Інші,5186,autocar,"Воїнське ХПП, ТОВ",Приватний,7500,33.994546,"Товариство з обмеженою відповідальністю ""Воїнське ХПП"""
"41400, вул. Індустріальна, буд. 4, м. Глухів, Глухівський р-н., Сумська обл.",780,51.6786111,1000,Сумська,Інші,5187,"train,autocar","Глухівський Елеватор, ТОВ",Приватний,20000,33.9113889,"Товариство з обмеженою відповідальністю ""Глухівський Елеватор"""
"42356, вул. Сумська, буд. 41, с. Нижня Сироватка, Сумський р-н., Сумська обл.",2400,50.7814245,700,Сумська,Інші,5188,"train,autocar","Аліанс-Мєдіа ТД, ТОВ",Приватний,35000,34.8381744,"Товариство з обмеженою відповідальністю ""ТД ""Аліанс-Мєдіа"""
